,Tickers
5325,DB
5326,NOVA
5327,TCAC/U
5328,IAG
5329,NMM
5330,VJET
5331,ALTL
5332,ICAD
5333,OMEG
5334,ALIT
5335,POND/WS
5336,CC
5337,INDI/WS
5338,NXE
5339,UTG
5340,UTSL
5341,AACG
5342,FNF
5343,SHV
5344,STM
5345,AUPH
5346,HI
5347,RWX
5348,GSLC
5349,GXGX/WS
5350,IBDO
5351,SDOG
5352,NEWTL
5353,SSTI
5354,LEDS
5355,FTV
5356,NHIC/U
5357,LITE
5358,QTS
5359,TPGY
5360,ASPN
5361,JHS
5362,FIGS
5363,OFG/PR/D
5364,DVYA
5365,CHKP
5366,HPI
5367,ARRW/WS
5368,ISDX
5369,QS/WS
5370,TMHC
5371,TUSA
5372,BSIG
5373,EPR
5374,IWDL
5375,VOLT
5376,DSWL
5377,PAGS
5378,SPYX
5379,CNO
5380,ACND//U
5381,AVAN/WS
5382,FLSA
5383,PCY
5384,DNL
5385,MUFG
5386,AVEM
5387,HSKA
5388,ACXP
5389,MEOH
5390,MDC
5391,SXT
5392,UMH/PR/D
5393,HSIC
5394,WBS/PR/F
5395,MFA/PR/C
5396,TGT
5397,AAA
5398,BSMN
5399,SPGS//U
5400,AIO
5401,BIOL
5402,CCIV
5403,GVIP
5404,CWBR
5405,AVCO
5406,INTG
5407,LIFE
5408,EBAC/WS
5409,DRIO
5410,ACAC
5411,ETY
5412,OAS
5413,GIGG/U
5414,COFS
5415,NAIL
5416,VCRA
5417,AMBC/WS
5418,VLT
5419,AEVA
5420,LBPS
5421,RXRA/U
5422,RYTM
5423,PKI
5424,TTCF
5425,FSLY
5426,FLAX
5427,MTA
5428,VERY
5429,MESO
5430,SSLY
5431,GBL
5432,RESN
5433,BSCU
5434,ACWF
5435,DOGZ
5436,ICE
5437,ICUI
5438,PFMT
5439,LOKM//U
5440,EVTC
5441,EIC
5442,MYSZ
5443,PNF
5444,TBC
5445,GECCL
5446,DLN
5447,MKFG
5448,WPCA
5449,ATH/PR/D
5450,MTBC
5451,PUBM
5452,WH
5453,EQBK
5454,HACK
5455,CCBG
5456,JWSM//U
5457,MIXT
5458,RTP
5459,NINE
5460,ARKK
5461,KREF/PR/A
5462,INDI
5463,FOXW/WS
5464,ARGD
5465,SBEA
5466,ALTU/WS
5467,RELI/WS
5468,COUR
5469,TUGC/U
5470,LAKE
5471,BNTC
5472,ADI
5473,AX
5474,CDC
5475,DOV
5476,DALN
5477,OZK
5478,JOFF/WS
5479,FOE
5480,OGE
5481,LUMN
5482,MGK
5483,ENTX/WS
5484,AMZN
5485,LOUP
5486,RFP
5487,EMPW
5488,URI
5489,ADRA/WS
5490,MFDX
5491,EWC
5492,VTIQ/U
5493,PMGM
5494,BHB
5495,QDYN
5496,TVAC/WS
5497,BSX
5498,CHRA
5499,SLDB
5500,SQSP
5501,DTOC/U
5502,FIVG
5503,IPAY
5504,DMCY
5505,SNFCA
5506,CWI
5507,XMVM
5508,BNED
5509,EL
5510,HIPR
5511,GCOR
5512,TIMB
5513,KEMX
5514,LNFA
5515,ASH
5516,NOTV
5517,INVE
5518,STKL
5519,VISL
5520,KBAL
5521,SAMG
5522,YQ
5523,BKU
5524,NCA
5525,ESTA
5526,FCN
5527,LCG
5528,GRCL
5529,GRU
5530,OSTR
5531,SCWX
5532,ZIXI
5533,RRR
5534,SPRT
5535,MO
5536,BPOPM
5537,MEDP
5538,WHFBZ
5539,CXH
5540,INBK
5541,EXPI
5542,CLF
5543,ATRI
5544,JPC
5545,NTES
5546,AEZS
5547,BNSO
5548,FNGD
5549,PESI
5550,PGRW
5551,BNR
5552,CCD
5553,PQSV
5554,ZNTE/U
5555,PSL
5556,BLUW/WS
5557,TRTN/PR/A
5558,AMND
5559,COOL/WS
5560,HBT
5561,DFEN
5562,KEY/PR/J
5563,EBR
5564,AGQ
5565,IGOV
5566,APLE
5567,OMER
5568,NAVB
5569,PRLD
5570,DDS
5571,VER/PR/F
5572,PACW
5573,ATVC/WS
5574,BRKS
5575,GPL
5576,HWM
5577,GLOB
5578,PW
5579,TNP/PR/E
5580,TINV//U
5581,OBLN
5582,QDPL
5583,UAA
5584,AMCA
5585,UDOW
5586,EBTC
5587,PSPC//U
5588,VYGG//U
5589,CTRN
5590,SVOK/WS
5591,UEPS
5592,UMDD
5593,ATLCP
5594,CII
5595,DMRM
5596,NNBR
5597,OLK
5598,LNFA//U
5599,SJT
5600,BKEM
5601,AOMR
5602,EA
5603,ETN
5604,ONCY
5605,MS/PR/L
5606,BWA
5607,CYTH
5608,MNOV
5609,RCS
5610,ADNT
5611,AMTI
5612,FCNCP
5613,MMP
5614,MSB
5615,SAVA
5616,EAPR
5617,SAR
5618,VIRX
5619,THS
5620,HVBT
5621,MANU
5622,SGMS
5623,HQH
5624,COWNL
5625,CRESY
5626,OEG
5627,ASHS
5628,ASPY
5629,AFAQ/WS
5630,TAST
5631,BGSF
5632,PED
5633,RMGC/WS
5634,PLIN
5635,NXP
5636,OXM
5637,IGAC
5638,MACC//U
5639,F/PR/B
5640,HT/PR/E
5641,ZSL
5642,JIG
5643,NGL/PR/B
5644,KF
5645,FLDM
5646,SHYG
5647,ASPC
5648,MMIT
5649,RAIN
5650,BBH
5651,NLY
5652,ODP
5653,AMK
5654,TRVG
5655,ACND
5656,SOXQ
5657,AGBA
5658,MDCA
5659,SDD
5660,ZGYH/WS
5661,LQDB
5662,WALD/U
5663,BGCP
5664,GXGX/U
5665,PAE
5666,FLWS
5667,OFLX
5668,TDS/PR/U
5669,COST
5670,CUK
5671,GLBL
5672,GLYC
5673,CME
5674,SERA
5675,DCRB
5676,PSA/PR/J
5677,CAN
5678,RWM
5679,HTPA//U
5680,ALTU/U
5681,HIE
5682,WLKP
5683,CGEN
5684,CIT
5685,OCUP
5686,LHX
5687,TDA
5688,FTK
5689,AAT
5690,EUM
5691,IDAT
5692,PD
5693,AIZ
5694,PANW
5695,ALACR
5696,CHAA//U
5697,APAM
5698,EVBG
5699,PCRX
5700,IEC
5701,NRGD
5702,RTP/WS
5703,CMSD
5704,PIAI
5705,ROSC
5706,TRNO
5707,CVNA
5708,ALTA
5709,DEEF
5710,GNE/PR/A
5711,EOSE/WS
5712,HXL
5713,DM
5714,XSPA
5715,AOA
5716,HEWW
5717,AVGOP
5718,CMLS
5719,CTLT
5720,GBGR
5721,QLVD
5722,CRVS
5723,JG
5724,GHVI/U
5725,LGAC/WS
5726,ALRN
5727,RM
5728,PSTG
5729,AAOI
5730,MFL
5731,VCR
5732,IBDD
5733,TWLV/WS
5734,AXAS
5735,RCKY
5736,MRC
5737,EWV
5738,PICC//U
5739,FBZ
5740,GTH
5741,SRNG
5742,FDMT
5743,TDSC
5744,FLS
5745,FV
5746,PGEN
5747,WTBA
5748,XLY
5749,OFIX
5750,ITAC/WS
5751,FDM
5752,ISCF
5753,WSM
5754,NGAC/U
5755,GAB
5756,CHIR
5757,BRN
5758,ELVT
5759,PBCT
5760,WISA
5761,JPUS
5762,SPKE
5763,ZWRK
5764,BEDU
5765,CPHC
5766,BAMH
5767,FBNC
5768,UVE
5769,STXB
5770,AFMD
5771,JAKK
5772,MIRO
5773,HTRB
5774,MOHO
5775,SSY
5776,BROG/WS
5777,EUSG
5778,CCL
5779,FNCH
5780,PTK
5781,SCHY
5782,DBB
5783,TS
5784,BANR
5785,HAYN
5786,HNDL
5787,RSF
5788,SHC
5789,PHT
5790,SGRY
5791,DISCB
5792,NNA
5793,ILTB
5794,TDW
5795,BSJQ
5796,BSBK
5797,CAHC/WS
5798,VTRU
5799,COVA/WS
5800,IOSP
5801,NBST/U
5802,NVG
5803,VALU
5804,HYLD
5805,NOC
5806,STOK
5807,CLAQU
5808,EOS
5809,MD
5810,CTAQ
5811,DOCS
5812,MCO
5813,CPAR
5814,CPIX
5815,SFM
5816,JJSF
5817,TGA
5818,ARTL/WS
5819,SDEF
5820,AEHL
5821,GLSI
5822,UNB
5823,FSNB/WS
5824,INFR
5825,ARCH
5826,UBCP
5827,GBAB
5828,PETS
5829,ONEW
5830,PILL
5831,CUBE
5832,CONN
5833,CPE
5834,DAWN
5835,KULR
5836,NVTA
5837,TECTP
5838,IBCP
5839,NBST/WS
5840,UBP/PR/K
5841,VTSI
5842,CFFE
5843,CVR
5844,HTHT
5845,METC
5846,ETAC
5847,OVLY
5848,LMNR
5849,MPAC/WS
5850,AEAC/WS
5851,GROY
5852,HEPS
5853,IHC
5854,DCI
5855,IVV
5856,NOAH
5857,ATA//U
5858,SBSI
5859,PRPC
5860,MAPS
5861,INN/PR/E
5862,AMRK
5863,ATNM
5864,CSB
5865,KRT
5866,SGA
5867,CAS/WS
5868,DXYN
5869,SCHF
5870,AM
5871,IS
5872,OCCI
5873,YCBD/PR/A
5874,SPFR
5875,BOKF
5876,DBDR/WS
5877,SKYA/WS
5878,NOV
5879,SCOB/U
5880,BTAI
5881,BATL
5882,AES
5883,SIJ
5884,NANR
5885,QSI
5886,SPCB
5887,IMCB
5888,BDN
5889,KROP
5890,LGIH
5891,NBRV
5892,HIHO
5893,KRMD
5894,HAUZ
5895,VRNT
5896,FGM
5897,SPRQ/WS
5898,PRPB//U
5899,ADCT
5900,CODI/PR/A
5901,TV
5902,MSDA/WS
5903,GHAC
5904,WPM
5905,DBEZ
5906,KODK
5907,LBPH
5908,NSTB
5909,MTL
5910,SPXC
5911,HTLFP
5912,FNWB
5913,CSTA/WS
5914,TBNK
5915,WRAP
5916,OSG
5917,VEGN
5918,LNDC
5919,VIEW
5920,BECN
5921,OM
5922,CSU
5923,MCFT
5924,FSD
5925,RORO
5926,BC/PR/B
5927,IIVI
5928,NAC
5929,NCNA
5930,IVC
5931,WFC/PR/R
5932,MTBCP
5933,GRAY
5934,SLAC/WS
5935,ELTK
5936,LDOC
5937,AKO/A
5938,FVT
5939,DHR
5940,DMYI
5941,FUTY
5942,PCN
5943,GNOG
5944,LEE
5945,PHI
5946,RNLX
5947,VENA/WS
5948,PRIF/PR/G
5949,ENOB
5950,IYK
5951,PEO
5952,FISR
5953,DIBS
5954,LGAC/U
5955,IMXI
5956,GIFI
5957,DIN
5958,REI
5959,PGRO
5960,ADIV
5961,SEF
5962,SWET
5963,INSP
5964,LCAA/WS
5965,MCAER
5966,BIT
5967,GOODN
5968,JOAN
5969,LTL
5970,RLX
5971,FATBP
5972,FSTA
5973,AGFS
5974,HPQ
5975,AIW
5976,SPBC
5977,IMTB
5978,VRNA
5979,NEU
5980,WIA
5981,DNZ/WS
5982,TVAC/U
5983,PANL
5984,SHUS
5985,IHAK
5986,LJPC
5987,MRTX
5988,QUMU
5989,IIAC//U
5990,SBBA
5991,SMMT
5992,BWMX
5993,EFSC
5994,FMO
5995,PTN
5996,DMRE
5997,BMEZ
5998,FREY/WS
5999,HTGM
6000,HYZD
6001,CELP
6002,SOLO
6003,TOL
6004,MGRB
6005,DX
6006,DMLP
6007,NUS
6008,PLYA
6009,BBDC
6010,ORIA/WS
6011,JATT//U
6012,SGAM/WS
6013,SPKB/WS
6014,BFST
6015,ESGC
6016,FUBO
6017,TMQ
6018,QQC
6019,BIPC
6020,MIT/WS
6021,EUSG/U
6022,FREE
6023,SLG
6024,BODY/WS
6025,GCC
6026,QIWI
6027,SCOB
6028,FFBC
6029,BXS
6030,CYCC
6031,MRAC/WS
6032,PAYA/WS
6033,AVDV
6034,SDGA
6035,QRTEB
6036,TRT
6037,HFRO/PR/A
6038,CSTR
6039,DOOR
6040,SYK
6041,RY/PR/T
6042,WTI
6043,GPAC/U
6044,PDP
6045,FCFS
6046,BML/PR/L
6047,NICE
6048,PGJ
6049,SFE
6050,EUCR/WS
6051,EMB
6052,TAL
6053,FEO
6054,FOXF
6055,BPYPP
6056,CVLY
6057,IVOO
6058,TELL
6059,AEL/PR/B
6060,LIT
6061,ACQR/WS
6062,LBTYK
6063,RXRA/WS
6064,SFBC
6065,LCII
6066,SMSI
6067,ASGI
6068,DGS
6069,ITRM
6070,AOSL
6071,HHC
6072,ACII
6073,TRTN/PR/D
6074,SPKA/U
6075,CBB
6076,FRON
6077,PSO
6078,RNGR
6079,HEES
6080,PMO
6081,SMTS
6082,PPBT
6083,REVH/U
6084,TCBI
6085,K
6086,BNDX
6087,GENE
6088,QSIA/WS
6089,RCEL
6090,FIV
6091,GAU
6092,AZBL
6093,SBUG
6094,QQQX
6095,AGGR
6096,MPB
6097,UONEK
6098,DFNS
6099,NAN
6100,SPNT/PR/B
6101,APO/PR/B
6102,CSLT
6103,TWNK
6104,KBWR
6105,STL/PR/A
6106,ERSX
6107,MDGS
6108,XBUY
6109,PWV
6110,FYT
6111,TSPQ//U
6112,PFN
6113,PDFS
6114,ZDGE
6115,MDY
6116,RLJ
6117,GAINN
6118,KAIR
6119,FCOM
6120,AGO/PR/E
6121,IRL
6122,UEVM
6123,CCV/WS
6124,LRN
6125,TCAC/WS
6126,FARM
6127,CTXS
6128,JDD
6129,TITN
6130,IOR
6131,DBLV
6132,LCR
6133,SLGG
6134,CWT
6135,SRRK
6136,CNMD
6137,BPTS
6138,PFPT
6139,XLNX
6140,TBLT/WS
6141,DHBC/U
6142,KAMN
6143,TREB
6144,NGS
6145,NCNO
6146,TRIT
6147,CLAS
6148,ELOX
6149,BKR
6150,MYO
6151,UNM
6152,MSM
6153,SWBK//U
6154,AZBA
6155,USAP
6156,KSS
6157,OSBC
6158,MCA
6159,BCYP/U
6160,NRIM
6161,RICO/U
6162,BHE
6163,USCI
6164,KOMP
6165,CIA
6166,HHLA//U
6167,PBW
6168,VCSH
6169,ARVN
6170,SMWB
6171,PVI
6172,BYSI
6173,URA
6174,NKG
6175,PLNT
6176,QK
6177,PAVMZ
6178,XLV
6179,CLRM/U
6180,ALGN
6181,ALLT
6182,LMPX
6183,TENX
6184,VNSE
6185,GGPI/U
6186,FSMB
6187,HJLI/WS
6188,ATCOL
6189,FLGB
6190,MBB
6191,COF
6192,CPB
6193,JMBS
6194,NFLX
6195,HCDI/WS
6196,GJO
6197,GNK
6198,NYMTM
6199,POST
6200,SQM
6201,ASRT
6202,DAN
6203,FRTA
6204,VECO
6205,SKYA
6206,BL
6207,VOT
6208,ADRE
6209,BEST
6210,IVLU
6211,TIG
6212,SPY
6213,SNGX/WS
6214,UBP/PR/H
6215,WWOW
6216,CGNX
6217,MACQ/U
6218,CHMI/PR/A
6219,EFC
6220,HEI
6221,WMS
6222,HAWX
6223,HCAR
6224,AP
6225,CAPE
6226,HUSA
6227,UPH
6228,OCFCP
6229,TBF
6230,DJCO
6231,FTAI/PR/A
6232,SLAB
6233,SPGI
6234,IPOF
6235,SYKE
6236,BGY
6237,KURA
6238,LIXT
6239,RBAC/WS
6240,DLY
6241,BJRI
6242,ASYS
6243,BOOM
6244,NWN
6245,SWCH
6246,FEYE
6247,GOED/WS
6248,ALPAU
6249,GSHD
6250,FMAC/WS
6251,PBD
6252,VIST
6253,JBK
6254,OPCH
6255,BLOK
6256,XPDI/U
6257,SESN
6258,NTLA
6259,LJAQ/WS
6260,ATLO
6261,BENE/U
6262,ORBC
6263,TLMD
6264,RARE
6265,REVS
6266,AAL
6267,NEE/PR/Q
6268,YY
6269,ATAT
6270,DON
6271,GAM/PR/B
6272,KPTI
6273,BKSE
6274,RXL
6275,CUBB
6276,ATRA
6277,QQQM
6278,SUSA
6279,ENBL
6280,TLTE
6281,WTT
6282,OSPN
6283,RLJ/PR/A
6284,SIX
6285,MMS
6286,SBNY
6287,PEI/PR/D
6288,SKYT
6289,MDNA
6290,JFIN
6291,LBAI
6292,CHAD
6293,ALAC
6294,PHIC/U
6295,WCLD
6296,BTAQ
6297,CNR
6298,AGBAR
6299,BEEM/WS
6300,ETV
6301,PPD
6302,WOOF
6303,APTS
6304,PXJ
6305,DECK
6306,FRSX
6307,EYEN
6308,YUMC
6309,GSEU
6310,INSE
6311,FFC
6312,FNI
6313,DMB
6314,BRF
6315,FWDB
6316,WTRU
6317,WK
6318,AUY
6319,DMTK
6320,IGIC/WS
6321,SAGE
6322,SLAM
6323,IWR
6324,HYMCZ
6325,THCA
6326,T/PR/A
6327,JSMD
6328,SSUS
6329,CMMB
6330,GLMD
6331,PTC
6332,NBB
6333,PFBI
6334,STX
6335,KINS
6336,MACU/WS
6337,NKLA
6338,TMF
6339,VACQ/WS
6340,RXD
6341,OGEN
6342,ADNW/WS
6343,RAMM/WS
6344,ACWI
6345,FGNA//U
6346,VGII//U
6347,BARK
6348,JPIN
6349,ATTO
6350,CAI/PR/A
6351,AYX
6352,MBINO
6353,IBTB
6354,JHMU
6355,PHGE//U
6356,APPH/WS
6357,EEMA
6358,LE
6359,SOR
6360,IXSE
6361,LCTD
6362,SWX
6363,FNGO
6364,JCE
6365,ATAI
6366,VYM
6367,CINR
6368,CMS
6369,JVAL
6370,BW
6371,BTA
6372,CEM
6373,AIHS
6374,SD
6375,JPEM
6376,TK
6377,MGPI
6378,AMOV
6379,ENPC//U
6380,CHTR
6381,GLP
6382,CTXR/WS
6383,CIL
6384,MFNC
6385,ED
6386,ANAC
6387,ESSCR
6388,FTVI/U
6389,UPS
6390,WINC
6391,EQH/PR/C
6392,IINN
6393,ALTO
6394,VTVT
6395,CDMO
6396,RDOG
6397,OLN
6398,ANDE
6399,OYST
6400,SWBI
6401,BAND
6402,CHEK
6403,AMS
6404,NUVB
6405,LITB
6406,MOTN
6407,CMCT
6408,TOPS
6409,PCG/PR/A
6410,CTT
6411,NRXP/WS
6412,PRQR
6413,TRCA
6414,MIT
6415,XCEM
6416,MAN
6417,PLUS
6418,CAF
6419,FTC
6420,ENBA
6421,ANAC//U
6422,CCAC/WS
6423,UTZ
6424,FGB
6425,JIGB
6426,SRVR
6427,AE
6428,MARPS
6429,PCSA
6430,MHNC
6431,XLC
6432,EDOG
6433,ISOS
6434,NREF
6435,UAL
6436,EPSN
6437,XXII
6438,DGNR/WS
6439,HLXA
6440,FLAU
6441,RDVY
6442,BLL
6443,EGBN
6444,FORD
6445,MIDD
6446,VPCC/WS
6447,VCLO
6448,BEAM
6449,EWN
6450,DILA/U
6451,GCV
6452,SBG//U
6453,C
6454,SPRQ
6455,RMBL
6456,COF/PR/J
6457,PWC
6458,DHCA/WS
6459,FXB
6460,AZRX
6461,OFC
6462,AGLE
6463,DMYQ/WS
6464,PCTY
6465,EYPT
6466,DFNS/WS
6467,MOTN/WS
6468,LIVN
6469,MWA
6470,DSGN
6471,SJW
6472,VRRM
6473,JFR
6474,BPTH
6475,RNRG
6476,ALCO
6477,KMPH
6478,LX
6479,CARS
6480,OXLCM
6481,LTCH
6482,JSTC
6483,OXBR
6484,SACH/PR/A
6485,BGSX//U
6486,SUBZ
6487,EW
6488,NRIX
6489,TWNK/WS
6490,JCTR
6491,STRS
6492,FDVV
6493,TZPS
6494,IGD
6495,WIT
6496,UYM
6497,PPSI
6498,LEVL
6499,BSM
6500,UMBF
6501,MON
6502,EUSG/WS
6503,RTX
6504,ALL
6505,GCAC/WS
6506,BKEP
6507,ADF
6508,NVO
6509,NNI
6510,SRCL
6511,FLYT
6512,ATR
6513,BUSE
6514,PTNR
6515,DCT
6516,DMYQ
6517,PNI
6518,HYMC
6519,FHI
6520,WRB/PR/E
6521,DTOC
6522,LGHL
6523,PFC
6524,RFDA
6525,VNMC
6526,TRMB
6527,TWND//U
6528,KNX
6529,LSEA/WS
6530,SABR
6531,GNTX
6532,MOGU
6533,SNCRL
6534,FRAF
6535,CRNX
6536,DYNS
6537,GOSS
6538,SIVR
6539,PMD
6540,TCX
6541,NTRA
6542,SRL
6543,ANIK
6544,DRH
6545,GSAH//U
6546,BFAM
6547,MEDS
6548,EQT
6549,MFA
6550,FLRU
6551,FXU
6552,V
6553,FTNT
6554,LNSR
6555,GNL/PR/B
6556,SCE/PR/H
6557,GNSS
6558,STE
6559,SCX
6560,UBS
6561,CNHI
6562,CRY
6563,AVUV
6564,JPMB
6565,PNFPP
6566,ERH
6567,FWP
6568,STPZ
6569,WRN
6570,GMII/U
6571,PBCTP
6572,BRY
6573,SITC/PR/A
6574,PENN
6575,AMRC
6576,ACR
6577,PPBI
6578,FMBI
6579,HBANO
6580,XAIR
6581,YTEN
6582,LNG
6583,SCHN
6584,RMAX
6585,MDLY
6586,AIRT
6587,HCAR/U
6588,RMD
6589,UZA
6590,GMTX
6591,KWR
6592,CHRW
6593,CORR/PR/A
6594,NSYS
6595,BAC/PR/O
6596,AIA
6597,GTE
6598,NDAC
6599,INTU
6600,LFT/PR/A
6601,RPTX
6602,GVA
6603,ACIC
6604,PSI
6605,DWIN
6606,IIIN
6607,AUS//U
6608,ITRG
6609,MAA/PR/I
6610,FAB
6611,ACM
6612,CPUH/WS
6613,KALU
6614,RICE//U
6615,RVLV
6616,TWCT/WS
6617,ISOS/WS
6618,ARWR
6619,DGRO
6620,RPAR
6621,PICB
6622,AUDC
6623,SGOL
6624,AEMD
6625,NSH/WS
6626,SCE/PR/K
6627,TRIN
6628,TRUE
6629,XTL
6630,FAST
6631,SF/PR/C
6632,CMSA
6633,KVSC
6634,SHCR
6635,CNTY
6636,MSDA
6637,OXLC
6638,BGNE
6639,NVCR
6640,CBAH//U
6641,APGB/WS
6642,OCDX
6643,MET/PR/A
6644,ADOC
6645,IBER//U
6646,PLMI/WS
6647,ARGT
6648,CBAY
6649,ILCB
6650,JAGG
6651,ESGY
6652,HBMD
6653,MPLX
6654,CFO
6655,PMGM/WS
6656,EXR
6657,EWS
6658,ADER/WS
6659,APRE
6660,MDIV
6661,FVRR
6662,ARTA/WS
6663,OCFT
6664,SILK
6665,DNZ
6666,RWJ
6667,FST//U
6668,OVT
6669,SO
6670,GNPK
6671,SHSP
6672,LINC
6673,GRIL
6674,YAC
6675,MKD
6676,TIRX
6677,FIHD
6678,JUGG/U
6679,ATHM
6680,WSR
6681,PFF
6682,DPG
6683,LAZR
6684,DIV
6685,QLS
6686,SHO/PR/F
6687,SPUC
6688,CVEO
6689,PHIO/WS
6690,CSR
6691,HDSN
6692,PTOC
6693,CCCC
6694,ONDS
6695,ATEC
6696,ITMR
6697,LMND
6698,DUK
6699,GBNH
6700,HTPA
6701,ADUS
6702,CBLS
6703,CVII
6704,AFBI
6705,PAB
6706,XFLT/PR/A
6707,PHUN
6708,QED
6709,LATN/U
6710,CCVI
6711,AVNW
6712,LATN/WS
6713,PCK
6714,F
6715,COMT
6716,DENN
6717,QQXT
6718,ESGRO
6719,IDA
6720,WMPN
6721,ANEW
6722,DCRC/U
6723,ISMD
6724,LEU
6725,PHO
6726,TIPZ
6727,BLIN
6728,BME
6729,GLOP/PR/A
6730,TFX
6731,BWAY
6732,ELMD
6733,TWO/PR/B
6734,HWM/PR/
6735,AAQC/WS
6736,VLYPP
6737,CFAC/WS
6738,IYC
6739,TVTX
6740,DRE
6741,UBSI
6742,CSOD
6743,SPVM
6744,AGOX
6745,GOVX
6746,PNT
6747,APP
6748,DGX
6749,POTX
6750,SMCP
6751,FICO
6752,EPD
6753,SNUG
6754,ATCX
6755,GIM
6756,TRCA/WS
6757,MBIO
6758,AAMC
6759,AVAV
6760,FRLN
6761,QTS/PR/B
6762,WKHS
6763,FDBC
6764,HDRO
6765,CRS
6766,BAL
6767,ZVO
6768,CVII/WS
6769,DCUE
6770,XSOE
6771,ZTS
6772,AGRO
6773,IVH
6774,ONVO
6775,ULST
6776,VMAR
6777,BPYUP
6778,LIXT/WS
6779,INOD
6780,DIAL
6781,PRDO
6782,TLGA/WS
6783,HYDW
6784,MFIN
6785,AAC/WS
6786,CZNC
6787,MINM
6788,DFAU
6789,SRSA/WS
6790,GMBT/WS
6791,SLYV
6792,REVH
6793,BORR
6794,VEU
6795,HBNC
6796,ILMN
6797,AAON
6798,JANX
6799,SSNT
6800,CFVI/WS
6801,RAVI
6802,IHY
6803,CPLG
6804,OACB//U
6805,HST
6806,NARI
6807,BIPH
6808,LND
6809,CEE
6810,JCIC/U
6811,KGC
6812,SHAC/U
6813,ALOT
6814,MQT
6815,SNV
6816,BKTI
6817,ZIP
6818,REXR/PR/A
6819,MOLN
6820,AMPE
6821,PCOM
6822,CHAQ/WS
6823,ENSC
6824,NDAC/WS
6825,QVCC
6826,NXU
6827,PGHY
6828,HY
6829,PSA/PR/O
6830,VGIT
6831,AWR
6832,DIDI
6833,RXT
6834,KERN
6835,KURI/U
6836,EAC
6837,CYRX
6838,VTA
6839,FSI
6840,ENVI
6841,PTH
6842,TVC
6843,ET/PR/C
6844,TBCP/WS
6845,DSKE
6846,NPTN
6847,ERES/WS
6848,NMCO
6849,BMED
6850,MRAM
6851,CSCO
6852,MCI
6853,DS/PR/B
6854,MNSO
6855,RCLF/WS
6856,FEZ
6857,TFII
6858,BFOR
6859,SGBX
6860,INDL
6861,LEAP/WS
6862,BON
6863,NRP
6864,ALG
6865,BKLN
6866,CALT
6867,DOMO
6868,LHDX
6869,MCR
6870,STRM
6871,CMRE/PR/D
6872,NCSM
6873,GRSV/WS
6874,NS/PR/C
6875,HIII/WS
6876,VERV
6877,ATH/PR/A
6878,HMCO/U
6879,MDYG
6880,IIPR
6881,FLRG
6882,OPP/PR/A
6883,IDEV
6884,ILPT
6885,PLRX
6886,WDAY
6887,KURI
6888,EZGO
6889,PEB/PR/C
6890,RYH
6891,SCHI
6892,VNO
6893,IHF
6894,NGAB/WS
6895,TWNI/WS
6896,MMMB
6897,IRDM
6898,RHI
6899,CTBB
6900,FCRD
6901,NREF/PR/A
6902,GLHA
6903,QS
6904,BSCE
6905,HESM
6906,EVOK
6907,CEMI
6908,HEWG
6909,DE
6910,ESCA
6911,MBAC//U
6912,KMF
6913,TFLO
6914,GNMA
6915,OSCR
6916,JHMD
6917,MNPR
6918,LDOS
6919,TCMD
6920,TXT
6921,KNDI
6922,FNCB
6923,PQDI
6924,DBX
6925,ACAH
6926,SDVY
6927,EDTK
6928,FOXW
6929,NUV
6930,CNOB
6931,BSCP
6932,PRFX
6933,NUAN
6934,TC
6935,PSB/PR/Z
6936,AIRTP
6937,WMK
6938,TRUP
6939,KSMT
6940,EVAX
6941,HITI
6942,HWKN
6943,PEZ
6944,MLPB
6945,QUIK
6946,DHIL
6947,AIMC
6948,ACIC//U
6949,ZM
6950,SCPE/WS
6951,AEE
6952,VOC
6953,RSVAU
6954,ZIONP
6955,BSGA/U
6956,LMAT
6957,WFCF
6958,STEM/WS
6959,GAPA/WS
6960,CRTX
6961,BCAC
6962,IQDY
6963,NM/PR/G
6964,AIRG
6965,KOF
6966,VICI
6967,CANG
6968,EEA
6969,TY
6970,IMCR
6971,ROG
6972,IBDT
6973,SBSW
6974,LUXA
6975,RGA
6976,NKSH
6977,IDT
6978,PIPP
6979,WPG/PR/H
6980,SPLP/PR/A
6981,XMTR
6982,EWH
6983,FCAX
6984,CRWD
6985,HPF
6986,PTON
6987,QSY
6988,FLUX
6989,NGM
6990,PW/PR/A
6991,SMDD
6992,MGTX
6993,WELL
6994,CBAN
6995,CFAC/U
6996,ESGN
6997,HCAPZ
6998,QARP
6999,CIF
7000,DLR/PR/L
7001,WAFU
7002,CYTK
7003,FDLO
7004,WLL
7005,SWTX
7006,PINE
7007,TUFN
7008,FST
7009,EQ
7010,KBUY
7011,CRHC
7012,USWS
7013,CENH
7014,XSMO
7015,JYAC
7016,MNR
7017,EPHY/U
7018,AONE/U
7019,CHFW//U
7020,UFO
7021,CIVB
7022,STON
7023,MAV
7024,NRZ/PR/C
7025,STMP
7026,FDUSZ
7027,TEF
7028,AHL/PR/C
7029,CF
7030,KL
7031,CZA
7032,JBLU
7033,GSQD
7034,CHB
7035,DKNG
7036,SPSK
7037,VSH
7038,GIIX/U
7039,SHY
7040,FLQH
7041,CTAC
7042,RZG
7043,TMST
7044,VRT
7045,BSQR
7046,OGS
7047,REYN
7048,DPZ
7049,LRMR
7050,YETI
7051,BMRC
